Report Date,Borough,Community District,Census Type,Adult Family Commercial Hotel,Adult Family Shelter,Adult Shelter,Adult Shelter Commercial Hotel,Family Cluster,Family with Children Commercial Hotel,Family with Children Shelter
1/31/23,Bronx,9,Individuals,,,250,,,121,1197
1/31/23,Bronx,10,Individuals,,,,,,,575
1/31/23,Bronx,11,Individuals,,,,,,,
1/31/23,Bronx,12,Individuals,,,306,,,294,357
1/31/23,Brooklyn,1,Individuals,,166,1043,47,,229,
1/31/23,Brooklyn,2,Individuals,,228,510,,,,71
1/31/23,Brooklyn,3,Individuals,162,,723,97,,215,772
1/31/23,Brooklyn,4,Individuals,97,,199,139,,,833
1/31/23,Brooklyn,5,Individuals,77,,942,440,,,551
1/31/23,Brooklyn,6,Individuals,,103,286,409,,315,572
1/31/23,Brooklyn,7,Individuals,,,277,554,,210,368
1/31/23,Brooklyn,8,Individuals,,,323,90,,,421
1/31/23,Brooklyn,9,Individuals,,,345,,,,418
1/31/23,Brooklyn,10,Individuals,,,,,,,
1/31/23,Brooklyn,11,Individuals,,,,,,,
1/31/23,Brooklyn,12,Individuals,,,131,,,,144
1/31/23,Brooklyn,13,Individuals,,,,74,,,463
1/31/23,Brooklyn,14,Individuals,,,189,,,,88
1/31/23,Brooklyn,15,Individuals,,,111,,,,204
1/31/23,Brooklyn,16,Individuals,112,,626,566,,388,2394
1/31/23,Brooklyn,17,Individuals,,,,,,207,1114
1/31/23,Brooklyn,18,Individuals,,352,,,,226,763
1/31/23,Manhattan,1,Individuals,271,,,,,,
1/31/23,Manhattan,2,Individuals,,,,,,350,
1/31/23,Manhattan,3,Individuals,,,508,234,,,318
1/31/23,Manhattan,4,Individuals,164,,378,129,,1129,334
1/31/23,Manhattan,5,Individuals,,310,77,52,,2144,660
1/31/23,Manhattan,6,Individuals,,,928,,,285,
1/31/23,Manhattan,7,Individuals,,189,89,4,,546,522
1/31/23,Manhattan,8,Individuals,,,44,,,,
1/31/23,Manhattan,9,Individuals,,,23,,,,731
1/31/23,Manhattan,10,Individuals,,,697,,,,682
1/31/23,Manhattan,11,Individuals,,,1032,,,,593
1/31/23,Manhattan,12,Individuals,,,416,,,98,
1/31/23,Queens,1,Individuals,,141,192,152,,1934,1356
1/31/23,Queens,2,Individuals,,300,,250,,196,291
1/31/23,Queens,3,Individuals,,270,,171,,1058,871
1/31/23,Queens,4,Individuals,,,,250,,,544
1/31/23,Queens,5,Individuals,,,197,,,,285
1/31/23,Queens,6,Individuals,,,,,,,
1/31/23,Queens,7,Individuals,,,287,,,,
1/31/23,Queens,8,Individuals,,,,,,,315
1/31/23,Queens,9,Individuals,,,111,,,,
1/31/23,Queens,10,Individuals,,,173,82,,346,
1/31/23,Queens,11,Individuals,,,,,,,
1/31/23,Queens,12,Individuals,135,609,474,735,,1896,1410
1/31/23,Queens,13,Individuals,,,129,856,,,830
1/31/23,Queens,14,Individuals,,326,108,86,,,183
1/31/23,Staten Island,1,Individuals,,,,,,,129
1/31/23,Staten Island,2,Individuals,,,,,,542,
1/31/23,Staten Island,3,Individuals,,,,,,,
2/28/23,Bronx,1,Individuals,,,629,186,,283,1136
2/28/23,Bronx,2,Individuals,,169,,,,,870
2/28/23,Bronx,3,Individuals,,,726,123,,,1242
2/28/23,Bronx,4,Individuals,,,427,116,,166,2200
2/28/23,Bronx,5,Individuals,,201,664,,,,1359
2/28/23,Bronx,6,Individuals,86,,60,,,811,2136
2/28/23,Bronx,7,Individuals,,,613,,,105,452
2/28/23,Bronx,8,Individuals,,,,,,,221
2/28/23,Bronx,9,Individuals,,,266,,,115,1216
2/28/23,Bronx,10,Individuals,,,,,,,580
2/28/23,Bronx,11,Individuals,,,,,,,
2/28/23,Bronx,12,Individuals,,,351,,,296,361
2/28/23,Brooklyn,1,Individuals,,159,1004,44,,231,
2/28/23,Brooklyn,2,Individuals,,226,490,,,,70
2/28/23,Brooklyn,3,Individuals,162,,587,97,,522,453
2/28/23,Brooklyn,4,Individuals,103,,197,137,,,821
2/28/23,Brooklyn,5,Individuals,85,,889,443,,,531
2/28/23,Brooklyn,6,Individuals,,97,285,401,,310,573
2/28/23,Brooklyn,7,Individuals,,,266,549,,207,379
2/28/23,Brooklyn,8,Individuals,,,279,90,,,416
2/28/23,Brooklyn,9,Individuals,,,349,,,,429
2/28/23,Brooklyn,10,Individuals,,,,,,,
2/28/23,Brooklyn,11,Individuals,,,,,,,
2/28/23,Brooklyn,12,Individuals,,,130,,,,143
2/28/23,Brooklyn,13,Individuals,,,,76,,,436
2/28/23,Brooklyn,14,Individuals,,,188,,,,85
2/28/23,Brooklyn,15,Individuals,,,,108,,,204
2/28/23,Brooklyn,16,Individuals,100,,615,758,,358,2398
2/28/23,Brooklyn,17,Individuals,,,,114,,197,1145
2/28/23,Brooklyn,18,Individuals,,334,,,,216,795
2/28/23,Manhattan,1,Individuals,438,,,,,,
2/28/23,Manhattan,2,Individuals,,,,,,364,
2/28/23,Manhattan,3,Individuals,,,516,234,,,185
2/28/23,Manhattan,4,Individuals,154,,383,130,,1112,357
2/28/23,Manhattan,5,Individuals,,313,80,52,,2583,347
2/28/23,Manhattan,6,Individuals,,,942,,,285,
2/28/23,Manhattan,7,Individuals,,188,93,,,535,536
2/28/23,Manhattan,8,Individuals,,,41,,,,
2/28/23,Manhattan,9,Individuals,,,29,,,,710
2/28/23,Manhattan,10,Individuals,,,705,,,,671
2/28/23,Manhattan,11,Individuals,,,966,,,,568
2/28/23,Manhattan,12,Individuals,,,412,,,96,
2/28/23,Queens,1,Individuals,146,,189,145,,2863,376
2/28/23,Queens,2,Individuals,,288,,252,,195,307
2/28/23,Queens,3,Individuals,,272,,170,,1344,863
2/28/23,Queens,4,Individuals,,,,249,,,558
2/28/23,Queens,5,Individuals,,,191,,,,283
2/28/23,Queens,6,Individuals,,,,,,,
2/28/23,Queens,7,Individuals,,,308,,,,
2/28/23,Queens,8,Individuals,,,,,,,297
2/28/23,Queens,9,Individuals,,,112,,,,
2/28/23,Queens,10,Individuals,,,172,76,,197,
2/28/23,Queens,11,Individuals,,,,,,,
2/28/23,Queens,12,Individuals,135,599,578,767,,1847,1421
2/28/23,Queens,13,Individuals,,,134,844,,,854
2/28/23,Queens,14,Individuals,,315,105,86,,,180
2/28/23,Staten Island,1,Individuals,,,,,,,109
2/28/23,Staten Island,2,Individuals,,,,,,561,
2/28/23,Staten Island,3,Individuals,,,,,,,
3/31/23,Bronx,1,Individuals,,,622,183,,266,1119
3/31/23,Bronx,2,Individuals,,171,,,,,862
3/31/23,Bronx,3,Individuals,,,703,125,,,1234
3/31/23,Bronx,4,Individuals,,,419,120,,160,2177
3/31/23,Bronx,5,Individuals,,199,672,,,,1421
3/31/23,Bronx,6,Individuals,78,,49,,,810,2076
3/31/23,Bronx,7,Individuals,,,614,,,108,464
3/31/23,Bronx,8,Individuals,,,,,,,214
3/31/23,Bronx,9,Individuals,,,262,,,120,1220
3/31/23,Bronx,10,Individuals,,,,,,,576
3/31/23,Bronx,11,Individuals,,,,,,,
3/31/23,Bronx,12,Individuals,,,431,,,289,366
3/31/23,Brooklyn,1,Individuals,,171,1029,43,,228,
3/31/23,Brooklyn,2,Individuals,,220,443,,,,68
3/31/23,Brooklyn,3,Individuals,159,,554,192,,507,420
3/31/23,Brooklyn,4,Individuals,108,,199,139,,,818
3/31/23,Brooklyn,5,Individuals,89,,877,437,,,527
3/31/23,Brooklyn,6,Individuals,,96,280,401,,314,578
3/31/23,Brooklyn,7,Individuals,,,266,512,,207,379
3/31/23,Brooklyn,8,Individuals,,,454,90,,,405
3/31/23,Brooklyn,9,Individuals,,,347,,,,425
3/31/23,Brooklyn,10,Individuals,,,,,,,
3/31/23,Brooklyn,11,Individuals,,,,,,,
3/31/23,Brooklyn,12,Individuals,,,127,,,,151
3/31/23,Brooklyn,13,Individuals,,,,74,,,454
3/31/23,Brooklyn,14,Individuals,,,189,,,,85
3/31/23,Brooklyn,15,Individuals,,,,95,,,191
3/31/23,Brooklyn,16,Individuals,106,,628,749,,381,2379
3/31/23,Brooklyn,17,Individuals,,,,111,,210,1095
3/31/23,Brooklyn,18,Individuals,,357,,,,221,847
3/31/23,Manhattan,1,Individuals,457,,,,,,
3/31/23,Manhattan,2,Individuals,,,,,,349,
3/31/23,Manhattan,3,Individuals,,67,504,210,,,201
3/31/23,Manhattan,4,Individuals,233,,380,136,,1111,358
3/31/23,Manhattan,5,Individuals,,328,79,52,,2556,340
3/31/23,Manhattan,6,Individuals,,,944,,,278,
3/31/23,Manhattan,7,Individuals,,184,88,,,766,645
3/31/23,Manhattan,8,Individuals,,,42,,,,
3/31/23,Manhattan,9,Individuals,,,33,,,,712
3/31/23,Manhattan,10,Individuals,,,720,,,,681
3/31/23,Manhattan,11,Individuals,,,1004,,,,559
3/31/23,Manhattan,12,Individuals,,,421,,,107,
3/31/23,Queens,1,Individuals,138,,181,146,,3223,596
3/31/23,Queens,2,Individuals,,289,,251,,201,292
3/31/23,Queens,3,Individuals,,262,,168,,1372,855
3/31/23,Queens,4,Individuals,,,,247,,,554
3/31/23,Queens,5,Individuals,,,200,,,,289
3/31/23,Queens,6,Individuals,,,,,,,
3/31/23,Queens,7,Individuals,,,326,,,,
3/31/23,Queens,8,Individuals,,,60,,,,303
3/31/23,Queens,9,Individuals,,,109,,,,
3/31/23,Queens,10,Individuals,,,172,56,,688,
3/31/23,Queens,11,Individuals,,,,,,,
3/31/23,Queens,12,Individuals,137,620,267,1086,,1824,1354
3/31/23,Queens,13,Individuals,,,131,895,,,832
3/31/23,Queens,14,Individuals,,321,102,339,,,180
3/31/23,Staten Island,1,Individuals,,,,,,,135
3/31/23,Staten Island,2,Individuals,,,,,,546,
3/31/23,Staten Island,3,Individuals,,,,,,,
